"Index","Date_Time","Temperature_c","RH%"
1,2022-07-05 01:00:00,"18.26","70.55"
2,2022-07-05 01:01:00,"18.26","71.33"
3,2022-07-05 01:02:00,"18.25","72.18"
4,2022-07-05 01:03:00,"18.22","72.83"
5,2022-07-05 01:04:00,"18.2","70.92"
6,2022-07-05 01:05:00,"18.16","71.6"
7,2022-07-05 01:06:00,"18.13","69.9"
8,2022-07-05 01:07:00,"18.12","69.65"
9,2022-07-05 01:08:00,"18.12","71.04"
10,2022-07-05 01:09:00,"18.11","70.89"
11,2022-07-05 01:10:00,"18.14","70.2"
12,2022-07-05 01:11:00,"18.14","70.16"
13,2022-07-05 01:12:00,"18.14","69.68"
14,2022-07-05 01:13:00,"18.13","69.92"
15,2022-07-05 01:14:00,"18.15","70.24"
16,2022-07-05 01:15:00,"18.15","73.87"
17,2022-07-05 01:16:00,"18.15","69.69"
18,2022-07-05 01:17:00,"18.16","69.26"
19,2022-07-05 01:18:00,"18.19","69.14"
20,2022-07-05 01:19:00,"18.21","68.84"
21,2022-07-05 01:20:00,"18.22","68.76"
22,2022-07-05 01:21:00,"18.27","68.8"
23,2022-07-05 01:22:00,"18.3","69.16"
24,2022-07-05 01:23:00,"18.35","68.88"
25,2022-07-05 01:24:00,"18.38","69.1"
26,2022-07-05 01:25:00,"18.39","69"
27,2022-07-05 01:26:00,"18.4","68.96"
28,2022-07-05 01:27:00,"18.41","69.01"
29,2022-07-05 01:28:00,"18.41","69.1"
30,2022-07-05 01:29:00,"18.42","68.86"
31,2022-07-05 01:30:00,"18.44","69.02"
32,2022-07-05 01:31:00,"18.45","69.9"
33,2022-07-05 01:32:00,"18.45","69.55"
34,2022-07-05 01:33:00,"18.43","69.85"
35,2022-07-05 01:34:00,"18.41","70.18"
36,2022-07-05 01:35:00,"18.4","70.03"
37,2022-07-05 01:36:00,"18.35","70.87"
38,2022-07-05 01:37:00,"18.35","70.72"
39,2022-07-05 01:38:00,"18.34","70.06"
40,2022-07-05 01:39:00,"18.3","70.84"
41,2022-07-05 01:40:00,"18.28","71.48"
42,2022-07-05 01:41:00,"18.25","70.32"
43,2022-07-05 01:42:00,"18.23","69.83"
44,2022-07-05 01:43:00,"18.24","69.8"
45,2022-07-05 01:44:00,"18.27","70.21"
46,2022-07-05 01:45:00,"18.23","70.26"
47,2022-07-05 01:46:00,"18.25","70.02"
48,2022-07-05 01:47:00,"18.26","69.73"
49,2022-07-05 01:48:00,"18.28","70.54"
50,2022-07-05 01:49:00,"18.26","70.31"
51,2022-07-05 01:50:00,"18.25","70.77"
52,2022-07-05 01:51:00,"18.25","72.02"
53,2022-07-05 01:52:00,"18.22","70.39"
54,2022-07-05 01:53:00,"18.22","70.92"
