"Index","Date_Time","Temperature_c","RH%"
1,2022-07-05 01:00:00,"20.33","56.3"
2,2022-07-05 01:01:00,"20.33","56.35"
3,2022-07-05 01:02:00,"20.35","56.44"
4,2022-07-05 01:03:00,"20.37","56.43"
5,2022-07-05 01:04:00,"20.4","56.39"
6,2022-07-05 01:05:00,"20.41","56.54"
7,2022-07-05 01:06:00,"20.42","56.53"
8,2022-07-05 01:07:00,"20.43","56.6"
9,2022-07-05 01:08:00,"20.4","56.7"
10,2022-07-05 01:09:00,"20.4","56.75"
11,2022-07-05 01:10:00,"20.4","56.79"
12,2022-07-05 01:11:00,"20.39","56.91"
13,2022-07-05 01:12:00,"20.38","57.06"
14,2022-07-05 01:13:00,"20.36","57.02"
15,2022-07-05 01:14:00,"20.35","57.12"
16,2022-07-05 01:15:00,"20.36","57.19"
17,2022-07-05 01:16:00,"20.36","57.21"
18,2022-07-05 01:17:00,"20.35","57.28"
19,2022-07-05 01:18:00,"20.36","57.4"
20,2022-07-05 01:19:00,"20.35","57.47"
21,2022-07-05 01:20:00,"20.33","57.53"
22,2022-07-05 01:21:00,"20.32","57.62"
23,2022-07-05 01:22:00,"20.31","57.71"
24,2022-07-05 01:23:00,"20.3","57.76"
25,2022-07-05 01:24:00,"20.29","57.88"
26,2022-07-05 01:25:00,"20.27","58.04"
27,2022-07-05 01:26:00,"20.26","58.11"
28,2022-07-05 01:27:00,"20.24","58.31"
29,2022-07-05 01:28:00,"20.23","58.35"
30,2022-07-05 01:29:00,"20.21","58.6"
31,2022-07-05 01:30:00,"20.18","58.58"
32,2022-07-05 01:31:00,"20.18","58.7"
33,2022-07-05 01:32:00,"20.15","58.69"
34,2022-07-05 01:33:00,"20.17","59.01"
35,2022-07-05 01:34:00,"20.14","59.05"
36,2022-07-05 01:35:00,"20.13","59.19"
37,2022-07-05 01:36:00,"20.09","59.25"
38,2022-07-05 01:37:00,"20.08","59.36"
39,2022-07-05 01:38:00,"20.05","59.46"
40,2022-07-05 01:39:00,"20.03","59.51"
41,2022-07-05 01:40:00,"20","59.61"
42,2022-07-05 01:41:00,"19.99","59.74"
43,2022-07-05 01:42:00,"19.97","59.8"
44,2022-07-05 01:43:00,"19.93","59.9"
45,2022-07-05 01:44:00,"19.93","59.94"
46,2022-07-05 01:45:00,"19.91","60.04"
47,2022-07-05 01:46:00,"19.89","60.19"
48,2022-07-05 01:47:00,"19.87","60.3"
49,2022-07-05 01:48:00,"19.85","60.5"
50,2022-07-05 01:49:00,"19.81","60.44"
51,2022-07-05 01:50:00,"19.8","60.57"
52,2022-07-05 01:51:00,"19.8","60.64"
53,2022-07-05 01:52:00,"19.77","60.81"
54,2022-07-05 01:53:00,"19.75","60.95"
55,2022-07-05 01:54:00,"19.74","60.98"
56,2022-07-05 01:55:00,"19.76","61.19"
57,2022-07-05 01:56:00,"19.72","61.24"
58,2022-07-05 01:57:00,"19.71","61.33"
59,2022-07-05 01:58:00,"19.72","61.58"
60,2022-07-05 01:59:00,"19.7","61.6"
61,2022-07-05 02:00:00,"19.71","61.68"
62,2022-07-05 02:01:00,"19.73","61.79"
63,2022-07-05 02:02:00,"19.74","61.96"
64,2022-07-05 02:03:00,"19.73","62.05"
65,2022-07-05 02:04:00,"19.74","62.2"
66,2022-07-05 02:05:00,"19.75","62.32"
67,2022-07-05 02:06:00,"19.72","62.34"
68,2022-07-05 02:07:00,"19.73","62.53"
69,2022-07-05 02:08:00,"19.7","62.57"
70,2022-07-05 02:09:00,"19.7","62.72"
71,2022-07-05 02:10:00,"19.68","62.75"
72,2022-07-05 02:11:00,"19.7","62.88"
73,2022-07-05 02:12:00,"19.73","62.9"
74,2022-07-05 02:13:00,"19.73","63.06"
75,2022-07-05 02:14:00,"19.75","63.21"
76,2022-07-05 02:15:00,"19.74","63.21"
