"Index","Date_Time","Temperature_c","RH%"
1,2022-07-05 01:00:00,"18.8","69.27"
2,2022-07-05 01:01:00,"18.81","71.02"
3,2022-07-05 01:02:00,"18.82","72.08"
4,2022-07-05 01:03:00,"18.83","73.06"
5,2022-07-05 01:04:00,"18.8","73.76"
6,2022-07-05 01:05:00,"18.77","74"
7,2022-07-05 01:06:00,"18.7","71.3"
8,2022-07-05 01:07:00,"18.66","69.71"
9,2022-07-05 01:08:00,"18.65","69.16"
10,2022-07-05 01:09:00,"18.65","68.65"
11,2022-07-05 01:10:00,"18.69","68.58"
12,2022-07-05 01:11:00,"18.71","68.95"
13,2022-07-05 01:12:00,"18.73","69.7"
14,2022-07-05 01:13:00,"18.74","68.52"
15,2022-07-05 01:14:00,"18.76","68.51"
16,2022-07-05 01:15:00,"18.77","68.22"
17,2022-07-05 01:16:00,"18.79","68.16"
18,2022-07-05 01:17:00,"18.81","68.2"
19,2022-07-05 01:18:00,"18.83","68.07"
20,2022-07-05 01:19:00,"18.86","67.59"
21,2022-07-05 01:20:00,"18.9","68.75"
22,2022-07-05 01:21:00,"18.93","70.8"
23,2022-07-05 01:22:00,"18.96","71.19"
24,2022-07-05 01:23:00,"18.94","68.97"
25,2022-07-05 01:24:00,"18.94","68.78"
26,2022-07-05 01:25:00,"18.93","69.16"
27,2022-07-05 01:26:00,"18.91","68.52"
28,2022-07-05 01:27:00,"18.89","68.34"
29,2022-07-05 01:28:00,"18.88","68.41"
30,2022-07-05 01:29:00,"18.89","68.41"
31,2022-07-05 01:30:00,"18.89","68.24"
32,2022-07-05 01:31:00,"18.88","67.99"
33,2022-07-05 01:32:00,"18.89","68.13"
34,2022-07-05 01:33:00,"18.9","68.98"
35,2022-07-05 01:34:00,"18.89","69.18"
36,2022-07-05 01:35:00,"18.86","69.45"
37,2022-07-05 01:36:00,"18.85","68.52"
38,2022-07-05 01:37:00,"18.85","68.24"
39,2022-07-05 01:38:00,"18.88","68.23"
40,2022-07-05 01:39:00,"18.91","68.59"
41,2022-07-05 01:40:00,"18.93","68.11"
42,2022-07-05 01:41:00,"18.96","68.05"
43,2022-07-05 01:42:00,"18.97","68.73"
44,2022-07-05 01:43:00,"18.98","68.93"
45,2022-07-05 01:44:00,"18.97","68.75"
46,2022-07-05 01:45:00,"18.95","68.39"
47,2022-07-05 01:46:00,"18.94","68.22"
48,2022-07-05 01:47:00,"18.95","68.97"
49,2022-07-05 01:48:00,"18.94","70.13"
50,2022-07-05 01:49:00,"18.93","69.59"
51,2022-07-05 01:50:00,"18.88","69.53"
52,2022-07-05 01:51:00,"18.85","69.64"
53,2022-07-05 01:52:00,"18.82","69.29"
54,2022-07-05 01:53:00,"18.78","69.39"
55,2022-07-05 01:54:00,"18.78","69.13"
56,2022-07-05 01:55:00,"18.77","68.98"
57,2022-07-05 01:56:00,"18.78","69.09"
58,2022-07-05 01:57:00,"18.8","69.51"
59,2022-07-05 01:58:00,"18.8","70.12"
60,2022-07-05 01:59:00,"18.79","70.57"
61,2022-07-05 02:00:00,"18.76","70.81"
62,2022-07-05 02:01:00,"18.72","70.13"
63,2022-07-05 02:02:00,"18.7","69.98"
64,2022-07-05 02:03:00,"18.67","69.97"
65,2022-07-05 02:04:00,"18.66","69.83"
66,2022-07-05 02:05:00,"18.69","69.8"
67,2022-07-05 02:06:00,"18.72","69.75"
68,2022-07-05 02:07:00,"18.74","69.67"
69,2022-07-05 02:08:00,"18.75","70.76"
70,2022-07-05 02:09:00,"18.75","70.17"
71,2022-07-05 02:10:00,"18.75","69.97"
72,2022-07-05 02:11:00,"18.77","70.41"
73,2022-07-05 02:12:00,"18.76","72.03"
74,2022-07-05 02:13:00,"18.76","73.11"
75,2022-07-05 02:14:00,"18.75","73.72"
76,2022-07-05 02:15:00,"18.71","74.08"
77,2022-07-05 02:16:00,"18.67","74.51"
78,2022-07-05 02:17:00,"18.61","74.53"
79,2022-07-05 02:18:00,"18.55","75.21"
80,2022-07-05 02:19:00,"18.49","74.7"
81,2022-07-05 02:20:00,"18.43","73.29"
82,2022-07-05 02:21:00,"18.39","72.85"
83,2022-07-05 02:22:00,"18.37","73.21"
84,2022-07-05 02:23:00,"18.34","74.32"
85,2022-07-05 02:24:00,"18.31","73.56"
86,2022-07-05 02:25:00,"18.27","73.32"
87,2022-07-05 02:26:00,"18.25","73.28"
88,2022-07-05 02:27:00,"18.24","72.91"
89,2022-07-05 02:28:00,"18.26","72.84"
90,2022-07-05 02:29:00,"18.27","73.7"
91,2022-07-05 02:30:00,"18.28","73.59"
92,2022-07-05 02:31:00,"18.27","73.18"
93,2022-07-05 02:32:00,"18.29","72.95"
94,2022-07-05 02:33:00,"18.3","73.09"
95,2022-07-05 02:34:00,"18.32","73.52"
96,2022-07-05 02:35:00,"18.31","73.43"
97,2022-07-05 02:36:00,"18.31","73.34"
98,2022-07-05 02:37:00,"18.3","73.6"
99,2022-07-05 02:38:00,"18.3","73.2"
100,2022-07-05 02:39:00,"18.31","73.16"
101,2022-07-05 02:40:00,"18.32","73.24"
102,2022-07-05 02:41:00,"18.31","73.21"
103,2022-07-05 02:42:00,"18.33","73.36"
104,2022-07-05 02:43:00,"18.32","73.97"
105,2022-07-05 02:44:00,"18.31","73.5"
106,2022-07-05 02:45:00,"18.31","73.43"
107,2022-07-05 02:46:00,"18.3","73.44"
108,2022-07-05 02:47:00,"18.3","73.69"
109,2022-07-05 02:48:00,"18.3","74.27"
110,2022-07-05 02:49:00,"18.28","73.95"
111,2022-07-05 02:50:00,"18.28","73.93"
112,2022-07-05 02:51:00,"18.26","74.89"
113,2022-07-05 02:52:00,"18.25","74.18"
114,2022-07-05 02:53:00,"18.24","74.07"
115,2022-07-05 02:54:00,"18.24","74.03"
116,2022-07-05 02:55:00,"18.24","73.96"
117,2022-07-05 02:56:00,"18.25","73.75"
118,2022-07-05 02:57:00,"18.26","75.52"
119,2022-07-05 02:58:00,"18.28","76.56"
120,2022-07-05 02:59:00,"18.27","77.29"
121,2022-07-05 03:00:00,"18.26","77.33"
122,2022-07-05 03:01:00,"18.21","76.15"
123,2022-07-05 03:02:00,"18.17","75.87"
124,2022-07-05 03:03:00,"18.13","76.07"
125,2022-07-05 03:04:00,"18.1","76.19"
126,2022-07-05 03:05:00,"18.07","76.44"
127,2022-07-05 03:06:00,"18.03","75.45"
128,2022-07-05 03:07:00,"18.07","75.2"
129,2022-07-05 03:08:00,"18.08","75.37"
130,2022-07-05 03:09:00,"18.09","75.12"
131,2022-07-05 03:10:00,"18.13","74.9"
132,2022-07-05 03:11:00,"18.15","75.57"
133,2022-07-05 03:12:00,"18.16","75.62"
134,2022-07-05 03:13:00,"18.15","75.2"
135,2022-07-05 03:14:00,"18.15","75.16"
136,2022-07-05 03:15:00,"18.14","75.62"
137,2022-07-05 03:16:00,"18.15","75.17"
138,2022-07-05 03:17:00,"18.15","75.06"
139,2022-07-05 03:18:00,"18.15","75.51"
140,2022-07-05 03:19:00,"18.15","76.41"
141,2022-07-05 03:20:00,"18.13","76.65"
142,2022-07-05 03:21:00,"18.1","76.06"
143,2022-07-05 03:22:00,"18.07","75.64"
144,2022-07-05 03:23:00,"18.07","75.95"
145,2022-07-05 03:24:00,"18.05","75.7"
146,2022-07-05 03:25:00,"18.05","75.62"
147,2022-07-05 03:26:00,"18.07","75.99"
148,2022-07-05 03:27:00,"18.05","76.01"
149,2022-07-05 03:28:00,"18.05","75.92"
150,2022-07-05 03:29:00,"18.07","75.72"
151,2022-07-05 03:30:00,"18.09","75.54"
152,2022-07-05 03:31:00,"18.14","75.5"
153,2022-07-05 03:32:00,"18.18","75.58"
154,2022-07-05 03:33:00,"18.2","75.59"
155,2022-07-05 03:34:00,"18.21","75.54"
156,2022-07-05 03:35:00,"18.23","75.53"
157,2022-07-05 03:36:00,"18.21","75.57"
158,2022-07-05 03:37:00,"18.23","75.44"
159,2022-07-05 03:38:00,"18.23","75.48"
160,2022-07-05 03:39:00,"18.25","75.84"
161,2022-07-05 03:40:00,"18.24","76.05"
162,2022-07-05 03:41:00,"18.23","75.65"
163,2022-07-05 03:42:00,"18.23","75.77"
164,2022-07-05 03:43:00,"18.24","75.61"
165,2022-07-05 03:44:00,"18.26","75.76"
166,2022-07-05 03:45:00,"18.26","76.61"
167,2022-07-05 03:46:00,"18.25","75.98"
168,2022-07-05 03:47:00,"18.24","75.9"
169,2022-07-05 03:48:00,"18.25","75.85"
170,2022-07-05 03:49:00,"18.26","76"
171,2022-07-05 03:50:00,"18.26","75.92"
172,2022-07-05 03:51:00,"18.26","76.29"
173,2022-07-05 03:52:00,"18.26","76.09"
174,2022-07-05 03:53:00,"18.25","76.14"
175,2022-07-05 03:54:00,"18.24","76.12"
176,2022-07-05 03:55:00,"18.23","76.72"
177,2022-07-05 03:56:00,"18.21","76.73"
178,2022-07-05 03:57:00,"18.19","76.63"
179,2022-07-05 03:58:00,"18.19","76.46"
180,2022-07-05 03:59:00,"18.19","76.95"
181,2022-07-05 04:00:00,"18.17","77.06"
182,2022-07-05 04:01:00,"18.17","77.11"
183,2022-07-05 04:02:00,"18.12","77.38"
184,2022-07-05 04:03:00,"18.1","77.55"
185,2022-07-05 04:04:00,"18.08","77.23"
186,2022-07-05 04:05:00,"18.08","77.05"
187,2022-07-05 04:06:00,"18.07","77.56"
188,2022-07-05 04:07:00,"18.06","77.2"
189,2022-07-05 04:08:00,"18.06","77.15"
