"Index","Date_Time","Temperature_c","RH%"
1,2022-07-05 01:00:00,"23.19","46.78"
2,2022-07-05 01:01:00,"22.9","46.8"
3,2022-07-05 01:02:00,"22.9","46.79"
4,2022-07-05 01:03:00,"23.18","46.75"
5,2022-07-05 01:04:00,"22.88","46.76"
6,2022-07-05 01:05:00,"22.88","46.75"
7,2022-07-05 01:06:00,"22.87","46.75"
8,2022-07-05 01:07:00,"22.87","46.77"
9,2022-07-05 01:08:00,"22.86","46.75"
10,2022-07-05 01:09:00,"23.12","46.76"
11,2022-07-05 01:10:00,"22.84","46.74"
12,2022-07-05 01:11:00,"22.84","46.76"
13,2022-07-05 01:12:00,"22.82","46.73"
14,2022-07-05 01:13:00,"22.82","46.68"
15,2022-07-05 01:14:00,"22.82","46.73"
16,2022-07-05 01:15:00,"22.79","46.7"
17,2022-07-05 01:16:00,"22.79","46.69"
18,2022-07-05 01:17:00,"22.79","46.69"
19,2022-07-05 01:18:00,"22.78","46.69"
20,2022-07-05 01:19:00,"22.78","46.68"
21,2022-07-05 01:20:00,"22.76","46.62"
22,2022-07-05 01:21:00,"22.76","46.66"
23,2022-07-05 01:22:00,"22.75","46.66"
24,2022-07-05 01:23:00,"22.74","46.67"
25,2022-07-05 01:24:00,"23","46.65"
26,2022-07-05 01:25:00,"23","46.66"
27,2022-07-05 01:26:00,"22.71","46.64"
28,2022-07-05 01:27:00,"22.7","46.65"
29,2022-07-05 01:28:00,"22.7","46.62"
30,2022-07-05 01:29:00,"22.69","46.62"
31,2022-07-05 01:30:00,"22.69","46.6"
32,2022-07-05 01:31:00,"22.68","46.6"
33,2022-07-05 01:32:00,"22.96","46.6"
34,2022-07-05 01:33:00,"22.94","46.62"
35,2022-07-05 01:34:00,"22.93","46.61"
36,2022-07-05 01:35:00,"22.65","46.58"
37,2022-07-05 01:36:00,"22.93","46.58"
38,2022-07-05 01:37:00,"22.62","46.62"
39,2022-07-05 01:38:00,"22.91","46.59"
40,2022-07-05 01:39:00,"22.9","46.59"
41,2022-07-05 01:40:00,"22.89","46.57"
42,2022-07-05 01:41:00,"22.6","46.59"
43,2022-07-05 01:42:00,"22.87","46.56"
44,2022-07-05 01:43:00,"22.59","46.56"
45,2022-07-05 01:44:00,"22.87","46.59"
46,2022-07-05 01:45:00,"22.57","46.51"
47,2022-07-05 01:46:00,"22.86","46.55"
48,2022-07-05 01:47:00,"22.56","46.52"
49,2022-07-05 01:48:00,"22.56","46.51"
50,2022-07-05 01:49:00,"22.54","46.51"
51,2022-07-05 01:50:00,"22.54","46.5"
52,2022-07-05 01:51:00,"22.53","46.53"
53,2022-07-05 01:52:00,"22.53","46.51"
54,2022-07-05 01:53:00,"22.52","46.54"
55,2022-07-05 01:54:00,"22.8","46.51"
56,2022-07-05 01:55:00,"22.51","46.5"
57,2022-07-05 01:56:00,"22.79","46.52"
58,2022-07-05 01:57:00,"22.49","46.5"
59,2022-07-05 01:58:00,"22.77","46.48"
60,2022-07-05 01:59:00,"22.49","46.51"
61,2022-07-05 02:00:00,"22.47","46.46"
62,2022-07-05 02:01:00,"22.46","46.48"
63,2022-07-05 02:02:00,"22.75","46.48"
64,2022-07-05 02:03:00,"22.45","46.45"
65,2022-07-05 02:04:00,"22.73","46.47"
66,2022-07-05 02:05:00,"22.44","46.46"
67,2022-07-05 02:06:00,"22.72","46.67, 46.25, 207.08"
68,2022-07-05 02:07:00,"22.42","46.45"
69,2022-07-05 02:08:00,"22.71","46.45"
70,2022-07-05 02:09:00,"22.71","46.44"
71,2022-07-05 02:10:00,"22.7","46.42"
72,2022-07-05 02:11:00,"22.4","46.43"
73,2022-07-05 02:12:00,"22.4","46.43"
74,2022-07-05 02:13:00,"22.39","46.41"
75,2022-07-05 02:14:00,"22.38","46.45"
76,2022-07-05 02:15:00,"22.66","46.43"
77,2022-07-05 02:16:00,"22.37","46.39"
78,2022-07-05 02:17:00,"22.36","46.41"
79,2022-07-05 02:18:00,"22.64","46.42"
80,2022-07-05 02:19:00,"22.64","46.4"
81,2022-07-05 02:20:00,"22.63","46.37"
82,2022-07-05 02:21:00,"22.33","46.39"
83,2022-07-05 02:22:00,"22.33","46.38"
84,2022-07-05 02:23:00,"22.33","46.39"
85,2022-07-05 02:24:00,"22.31","46.39"
86,2022-07-05 02:25:00,"22.6","46.36"
87,2022-07-05 02:26:00,"22.3","46.39"
88,2022-07-05 02:27:00,"22.31","46.38"
89,2022-07-05 02:28:00,"22.29","46.35"
90,2022-07-05 02:29:00,"22.3","46.32"
91,2022-07-05 02:30:00,"22.28","46.34"
92,2022-07-05 02:31:00,"22.27","46.34"
93,2022-07-05 02:32:00,"22.26","46.34"
94,2022-07-05 02:33:00,"22.26","46.34"
95,2022-07-05 02:34:00,"22.53","46.34"
96,2022-07-05 02:35:00,"22.25","46.34"
97,2022-07-05 02:36:00,"22.24","46.34"
98,2022-07-05 02:37:00,"22.23","46.31"
99,2022-07-05 02:38:00,"22.23","46.33"
100,2022-07-05 02:39:00,"22.22","46.32"
101,2022-07-05 02:40:00,"22.21","46.3"
102,2022-07-05 02:41:00,"22.5","46.3"
103,2022-07-05 02:42:00,"22.19","46.26"
104,2022-07-05 02:43:00,"22.19","46.29"
105,2022-07-05 02:44:00,"22.47","46.28"
106,2022-07-05 02:45:00,"22.47","46.27"
107,2022-07-05 02:46:00,"22.18","46.29"
108,2022-07-05 02:47:00,"22.16","46.29"
109,2022-07-05 02:48:00,"22.14","46.28"
110,2022-07-05 02:49:00,"22.15","46.26"
111,2022-07-05 02:50:00,"22.15","46.23"
112,2022-07-05 02:51:00,"22.13","46.26"
113,2022-07-05 02:52:00,"22.12","46.22"
114,2022-07-05 02:53:00,"22.12","46.25"
115,2022-07-05 02:54:00,"22.4","46.23"
116,2022-07-05 02:55:00,"22.1","46.25"
117,2022-07-05 02:56:00,"22.11","46.24"
118,2022-07-05 02:57:00,"22.37","46.22"
119,2022-07-05 02:58:00,"22.37","46.25"
120,2022-07-05 02:59:00,"22.36","46.24"
121,2022-07-05 03:00:00,"22.35","46.23"
122,2022-07-05 03:01:00,"22.06","46.21"
123,2022-07-05 03:02:00,"22.05","46.19"
124,2022-07-05 03:03:00,"22.04","46.19"
125,2022-07-05 03:04:00,"22.03","46.18"
126,2022-07-05 03:05:00,"22.33","46.2"
127,2022-07-05 03:06:00,"22.32","46.15"
128,2022-07-05 03:07:00,"22.31","46.2"
129,2022-07-05 03:08:00,"22.01","46.19"
130,2022-07-05 03:09:00,"22.29","46.17"
131,2022-07-05 03:10:00,"21.99","46.19"
132,2022-07-05 03:11:00,"22.28","46.15"
133,2022-07-05 03:12:00,"22.27","46.16"
