"Index","Date_Time","Temperature_c","RH%"
1,2022-07-05 01:00:00,"19.49","60.98"
2,2022-07-05 01:01:00,"19.49","60.82"
3,2022-07-05 01:02:00,"19.51","60.59"
4,2022-07-05 01:03:00,"19.52","60.57"
5,2022-07-05 01:04:00,"19.53","60.72"
6,2022-07-05 01:05:00,"19.55","60.59"
7,2022-07-05 01:06:00,"19.58","60.84"
8,2022-07-05 01:07:00,"19.59","61.64"
9,2022-07-05 01:08:00,"19.57","60.9"
10,2022-07-05 01:09:00,"19.57","61.07"
11,2022-07-05 01:10:00,"19.56","61.11"
12,2022-07-05 01:11:00,"19.56","61.19"
13,2022-07-05 01:12:00,"19.55","61.47"
14,2022-07-05 01:13:00,"19.56","61.19"
15,2022-07-05 01:14:00,"19.56","60.92"
16,2022-07-05 01:15:00,"19.59","61.01"
17,2022-07-05 01:16:00,"19.6","61.45"
18,2022-07-05 01:17:00,"19.59","61.4"
19,2022-07-05 01:18:00,"19.59","61.37"
20,2022-07-05 01:19:00,"19.59","61.47"
21,2022-07-05 01:20:00,"19.59","61.42"
22,2022-07-05 01:21:00,"19.61","61.3"
23,2022-07-05 01:22:00,"19.59","61.54"
24,2022-07-05 01:23:00,"19.58","61.69"
25,2022-07-05 01:24:00,"19.57","62"
26,2022-07-05 01:25:00,"19.54","62.09"
27,2022-07-05 01:26:00,"19.52","62.04"
28,2022-07-05 01:27:00,"19.51","61.88"
29,2022-07-05 01:28:00,"19.51","62.05"
30,2022-07-05 01:29:00,"19.51","62.22"
31,2022-07-05 01:30:00,"19.5","62.37"
32,2022-07-05 01:31:00,"19.48","62.6"
33,2022-07-05 01:32:00,"19.46","62.68"
34,2022-07-05 01:33:00,"19.45","63.35"
35,2022-07-05 01:34:00,"19.43","62.82"
36,2022-07-05 01:35:00,"19.42","63.06"
37,2022-07-05 01:36:00,"19.41","63.35"
38,2022-07-05 01:37:00,"19.39","62.84"
39,2022-07-05 01:38:00,"19.37","63.18"
40,2022-07-05 01:39:00,"19.36","63.36"
41,2022-07-05 01:40:00,"19.33","63.4"
42,2022-07-05 01:41:00,"19.31","63.54"
43,2022-07-05 01:42:00,"19.29","63.53"
44,2022-07-05 01:43:00,"19.28","63.82"
45,2022-07-05 01:44:00,"19.27","63.47"
46,2022-07-05 01:45:00,"19.25","63.86"
47,2022-07-05 01:46:00,"19.23","64.17"
48,2022-07-05 01:47:00,"19.2","64.1"
49,2022-07-05 01:48:00,"19.18","64.07"
50,2022-07-05 01:49:00,"19.15","64.19"
51,2022-07-05 01:50:00,"19.13","64.25"
52,2022-07-05 01:51:00,"19.11","64.62"
53,2022-07-05 01:52:00,"19.08","64.74"
54,2022-07-05 01:53:00,"19.07","64.9"
55,2022-07-05 01:54:00,"19.04","65.01"
56,2022-07-05 01:55:00,"19.04","64.73"
57,2022-07-05 01:56:00,"19.01","65.04"
58,2022-07-05 01:57:00,"19","64.96"
59,2022-07-05 01:58:00,"19","65.02"
60,2022-07-05 01:59:00,"19","65.23"
61,2022-07-05 02:00:00,"19.01","65.32"
62,2022-07-05 02:01:00,"19.02","65.6"
63,2022-07-05 02:02:00,"19.01","65.62"
64,2022-07-05 02:03:00,"19.01","65.58"
65,2022-07-05 02:04:00,"19.02","65.62"
66,2022-07-05 02:05:00,"19.05","65.82"
67,2022-07-05 02:06:00,"19.06","65.84"
68,2022-07-05 02:07:00,"19.07","66.06"
69,2022-07-05 02:08:00,"19.06","66.13"
70,2022-07-05 02:09:00,"19.05","66.43"
71,2022-07-05 02:10:00,"19.05","66.14"
72,2022-07-05 02:11:00,"19.08","66.18"
73,2022-07-05 02:12:00,"19.1","66.12"
74,2022-07-05 02:13:00,"19.12","66.39"
75,2022-07-05 02:14:00,"19.14","66.52"
76,2022-07-05 02:15:00,"19.15","66.71"
77,2022-07-05 02:16:00,"19.14","66.73"
78,2022-07-05 02:17:00,"19.12","66.76"
79,2022-07-05 02:18:00,"19.11","66.71"
80,2022-07-05 02:19:00,"19.09","66.99"
81,2022-07-05 02:20:00,"19.08","67.07"
82,2022-07-05 02:21:00,"19.05","67.75"
83,2022-07-05 02:22:00,"19.02","67.85"
84,2022-07-05 02:23:00,"18.96","67.67"
85,2022-07-05 02:24:00,"18.92","67.59"
86,2022-07-05 02:25:00,"18.88","67.7"
87,2022-07-05 02:26:00,"18.86","67.71"
88,2022-07-05 02:27:00,"18.83","67.94"
89,2022-07-05 02:28:00,"18.8","68.38"
90,2022-07-05 02:29:00,"18.76","68.37"
91,2022-07-05 02:30:00,"18.73","68.57"
92,2022-07-05 02:31:00,"18.69","68.62"
93,2022-07-05 02:32:00,"18.66","69.04"
94,2022-07-05 02:33:00,"18.62","68.93"
95,2022-07-05 02:34:00,"18.59","69.12"
96,2022-07-05 02:35:00,"18.59","68.97"
97,2022-07-05 02:36:00,"18.6","68.91"
98,2022-07-05 02:37:00,"18.62","69.28"
99,2022-07-05 02:38:00,"18.6","69.25"
100,2022-07-05 02:39:00,"18.62","69.31"
101,2022-07-05 02:40:00,"18.62","69.84"
102,2022-07-05 02:41:00,"18.61","69.46"
103,2022-07-05 02:42:00,"18.6","69.55"
104,2022-07-05 02:43:00,"18.58","69.71"
105,2022-07-05 02:44:00,"18.57","69.89"
106,2022-07-05 02:45:00,"18.54","69.77"
107,2022-07-05 02:46:00,"18.55","70.2"
108,2022-07-05 02:47:00,"18.54","69.81"
109,2022-07-05 02:48:00,"18.55","70.43"
110,2022-07-05 02:49:00,"18.52","70.72"
111,2022-07-05 02:50:00,"18.51","70.43"
112,2022-07-05 02:51:00,"18.5","70.2"
113,2022-07-05 02:52:00,"18.5","70.43"
114,2022-07-05 02:53:00,"18.51","70.25"
115,2022-07-05 02:54:00,"18.51","70.65"
116,2022-07-05 02:55:00,"18.5","70.68"
117,2022-07-05 02:56:00,"18.5","70.63"
118,2022-07-05 02:57:00,"18.5","70.54"
119,2022-07-05 02:58:00,"18.49","71.06"
120,2022-07-05 02:59:00,"18.48","70.97"
121,2022-07-05 03:00:00,"18.48","70.93"
122,2022-07-05 03:01:00,"18.48","70.63"
123,2022-07-05 03:02:00,"18.49","71.17"
124,2022-07-05 03:03:00,"18.5","70.8"
125,2022-07-05 03:04:00,"18.52","70.97"
126,2022-07-05 03:05:00,"18.53","70.94"
127,2022-07-05 03:06:00,"18.54","70.8"
128,2022-07-05 03:07:00,"18.55","70.66"
129,2022-07-05 03:08:00,"18.55","70.84"
130,2022-07-05 03:09:00,"18.56","70.94"
131,2022-07-05 03:10:00,"18.54","71.22"
132,2022-07-05 03:11:00,"18.51","71.35"
133,2022-07-05 03:12:00,"18.5","71.36"
134,2022-07-05 03:13:00,"18.48","71.07"
135,2022-07-05 03:14:00,"18.47","71.52"
136,2022-07-05 03:15:00,"18.46","71.85"
137,2022-07-05 03:16:00,"18.45","71.48"
138,2022-07-05 03:17:00,"18.44","71.59"
139,2022-07-05 03:18:00,"18.43","71.44"
140,2022-07-05 03:19:00,"18.43","71.53"
141,2022-07-05 03:20:00,"18.43","71.86"
142,2022-07-05 03:21:00,"18.41","71.73"
143,2022-07-05 03:22:00,"18.4","71.64"
144,2022-07-05 03:23:00,"18.39","72.21"
145,2022-07-05 03:24:00,"18.38","71.95"
146,2022-07-05 03:25:00,"18.38","72.12"
147,2022-07-05 03:26:00,"18.39","72.26"
148,2022-07-05 03:27:00,"18.38","72.23"
149,2022-07-05 03:28:00,"18.37","72.99"
150,2022-07-05 03:29:00,"18.35","73.08"
151,2022-07-05 03:30:00,"18.31","72.75"
152,2022-07-05 03:31:00,"18.3","73.07"
153,2022-07-05 03:32:00,"18.29","72.74"
154,2022-07-05 03:33:00,"18.29","72.85"
155,2022-07-05 03:34:00,"18.28","72.98"
156,2022-07-05 03:35:00,"18.27","73.02"
157,2022-07-05 03:36:00,"18.25","73.31"
158,2022-07-05 03:37:00,"18.26","73.03"
159,2022-07-05 03:38:00,"18.27","73.2"
